region_id;income;spending;year
1;1680831083925,70;1850569937876,00;2015
3;565950879674,70;621420686572,60;2015
2;456573868370,00;519722917477,20;2015
5;253737479232,00;272349721972,70;2015
4;253393998779,50;265153656574,10;2015
6;240212023951,60;260925755376,10;2015
10;237504613978,60;262357595833,50;2015
11;196794840166,20;209423871097,00;2015
46;188372173022,50;194787306897,80;2015
12;183757076076,70;193598420240,60;2015
14;173961758265,00;186280072322,40;2015
